name,location,date,time,more_info,tags
Augusta GreenJackets at Charleston RiverDogs,"The Joe, Charleston, SC",2026-06-26,7:05 PM,,"Sports & Outdoors, Sports"
Chris Stapleton's All-American Road Show,"North Charleston Coliseum & Performing Arts Center, North Charleston, SC",2026-06-26,7:30 PM,,"Performing Arts, Music, Concerts, Country"
Front Lines to the Home Front,"James F Dean Theatre, Summerville, SC",2026-06-26,7:30 PM,https://www.flowertownplayers.org/special-events/,"Theater, Performing Arts"
Reggae Nights Summer Concert,"James Island County Park, James Island, SC",2026-06-26,7:30 PM,,"Reggae, Ska, Rock, Music, Performing Arts"
The Angel Next Door,"The Venue MTP, Mount Pleasant, SC",2026-06-26,7:30 PM,,"Performing Arts, Comedy"
Charlton & Friends present Purple Legacy: A Celebration of Prince,"Charleston Music Hall, Charleston, SC",2026-06-26,8:00 PM,,"Performing Arts, Music, Concerts, Jazz, Destinations, Parties & Reunions, Lifestyle"
Yung Bleu - We All Need Therapy Tour,"Music Farm, Charleston, SC",2026-06-26,8:00 PM,,"Performing Arts, Music, R&B and Soul, Concerts, Lifestyle, Parenting, Destinations, Zoos & Animals, Farms"
Fierce and Frothy Drag Show: Frothapalooza,"Frothy Beard Brewing Company, Charleston, SC",2026-06-26,8:00 PM,https://www.eventbrite.com/e/fierce-and-frothy-drag-show-frothapalooza-tickets-1991701169814,"Special Audience, LGBT, Drag Show"
The Impossible Murder at Captain Jack's Flapjack Shack,"Black Fedora Comedy Mystery Theatre, Charleston, SC",2026-06-26,8:00 PM,https://www.charlestoncvb.com/events/the-impossible-murder-at-captain-jack-s-flapjack-shack~23958,"Theater, Comedy, Family, Performing Arts, Special Audience"
Live Music w/River Mason Band,"The Washout, Folly Beach, SC",2026-06-26,8:00 PM,https://follywashout.com/events.php,"Performing Arts, Music, Live Music, Concerts"
Take The Funny And Run,"Theatre 99, Charleston, SC",2026-06-26,8:00 PM,https://theatre99.com/event/take-the-funny-and-run-439/,"Performing Arts, Comedy, Improv, Music, Concerts, Theater, Special Audience, Family, Sports & Outdoors, Fitness, Running"
Open Mic at Neighborhood Taphouse,"Neighborhood Taphouse, North Charleston, SC",2026-06-26,8:00 PM,https://www.eventbrite.com/e/open-mic-at-neighborhood-taphouse-tickets-1991792389655,"Performing Arts, Open Mic"
Live Music - Bloody Spurs,"Tommy Condon's Irish Pub & Restaurant, Charleston, SC",2026-06-26,8:45 PM,https://tommycondons.com/charleston-tommy-condon-s-events,"Performing Arts, Music, Live Music"
The Barbie Sculpt!,"Mount Pleasant Memorial Waterfront Park, Mount Pleasant, SC",2026-06-26,9:00 AM,https://www.eventbrite.com/e/the-barbie-sculpt-tickets-1991487411457,"Visual Arts, Sculpture & Ceramics, Sculpture"
Summer Tennis Camp: Level - Beginner 101,"Open Door Ministries Sport & Wellness Center, Moncks Corner, SC",2026-06-26,9:00 AM,https://www.opendoorministriestennis.com/summer-camps,"Sports, Tennis, Sports & Outdoors"
Summer Culinary Camp,"Young Chefs Academy of Charleston, Mount Pleasant, SC",2026-06-26,9:00 AM,https://charlestonsc.youngchefsacademy.com/culinary-camps/,"Destinations, Summer Camps, Pursuits & Hobbies, Culinary Arts, Cooking Classes"
CAMP in the STACKS 2026: Detectives in the Stacks,"Charleston Library Society, Charleston, SC",2026-06-26,9:00 AM,https://charlestonlibrarysociety.org/event/camp-in-the-stacks-2026-detectives-in-the-stacks/,"Summer Camps, Kids, Destinations, Special Audience"
National Outdoor Sculpture Competition and Exhibition,"North Charleston Riverfront Park, North Charleston, SC",2026-06-26,9:00 AM,https://www.northcharlestonartsfest.com/national-outdoor-sculpture-competition-exhibition,"Visual Arts, Mixed Media Art"
Jurassic Seas at the South Carolina Aquarium,"South Carolina Aquarium, Charleston, SC",2026-06-26,9:00 AM,https://eventvesta.com/events/147446/t/tickets,"Destinations, Museums & Exhibits"
Tai Chi,"Daniel Island Library, Daniel Island, SC",2026-06-26,9:00 AM,https://berkeleylibrarysc.libcal.com/event/16653368,"Sports & Outdoors, Sports, Martial Arts, Tai Chi, Fitness, Lifestyle, Health & Wellness"
Northern Beaufort County Regional Plan Implementation (T),"Executive Conference Room, Beaufort, SC",2026-06-26,9:00 AM,https://www.beaufortcountysc.gov/events/2026/06/06.26.2026 NRPIC.html,"Civic Benefit, Politics & Government, Government Meetings, Committee Meetings"
Elf Machine w/ Schema,"Pour House, Charleston, SC",2026-06-26,9:00 PM,https://charlestonpourhouse.com/event/elf-machine/,"Performing Arts, Music, Electronic, Electronica, Holidays, Christmas"
Bedrumour + Bedroom Division,"The Royal American, Charleston, SC",2026-06-26,9:00 PM,https://www.theroyalamerican.com/schedule/bedrumour-6-26-26,
Nick Hickman,"Uptown Social, Charleston, SC",2026-06-26,9:00 PM,https://www.bandsintown.com/e/107766805?app_id=pkvts0on0m&came_from=287&utm_medium=api&utm_source=partner_api&utm_campaign=event,"Performing Arts, Music, Concerts, Country, Live Music"
Five Door Sedan,"The Royal American, Charleston, SC",2026-06-26,9:00 PM,https://www.theroyalamerican.com/schedule/five-door-sedan-6-26-26,
Camp Conroy Week Two: Summer Camp for 12-14  Year Olds Starts Soon,"Beaufort, SC",2026-06-26,9:15 AM,https://patconroyliterarycenter.org/calendar/2026-camp-conroy-summer-camp-save-the-dates/,"Literary Arts, Storytelling, Writing, Poetry, Special Audience, Kids, Learning, Lessons & Classes, Lifestyle"
Camp Conroy Week Two: Summer Camp for 12-14 Year Olds Starts Soon,"Pat Conroy Literary Center, Beaufort, SC",2026-06-26,9:15 AM,https://patconroyliterarycenter.org/calendar/2026-camp-conroy-summer-camp-save-the-dates/,"Literary Arts, Storytelling, Writing, Poetry, Special Audience, Family, Kids, Learning, Lessons & Classes, Lifestyle"
Sunny & The Hunny,"Henry's On The Market, Charleston, SC",2026-06-26,9:30 PM,https://henrysonthemarket.com/charleston-henry-s-on-the-market-music-calendar,"Performing Arts, Music, Rock, Alternative Rock, Pop Rock, Punk Rock, Concerts"
The Novatones on the inside stage,"The Windjammer, Isle of Palms, SC",2026-06-26,9:30 PM,https://the-windjammer.com/event/the-novatones-on-the-inside-stage-7/,"Performing Arts, Music, Concerts, Outdoor Concerts"
Carolina Day Commemoration at White Point Garden (Palmetto Society),"White Point Garden, Charleston, SC",2026-06-27,,https://www.charlestoncvb.com/events/carolina-day-commemoration-and-parade-at-white-point-garden-palmetto-society~26748,"Destinations, Parks & Gardens, Festivals & Fairs, Parades, Pursuits & Hobbies, Home & Garden, Gardening, Learning, Talks & Lectures, Lifestyle, Religion & Spirituality"
⚽ FIFA World Cup 2026 Watch Party At Republic Garden & Lounge,"Republic Garden & Lounge, Charleston, SC",2026-06-27,,,"Food & Drink, Sports & Outdoors, Sports, Soccer"
⚽ FIFA World Cup Watch Parties at Lamar's!,"Lamar's, Charleston, SC",2026-06-27,,https://lamarssportingclub.com/,"Food & Drink, Sports & Outdoors, Sports, Soccer"
Comedy on Queen: NYE COMEDY BASH,"Queen Street Playhouse, Charleston, SC",2026-06-27,,https://www.charlestoncvb.com/events/comedy-on-queen~25646,"Performing Arts, Comedy, Destinations, Festivals & Fairs, Festivals & Street Fairs, Parties & Reunions, Holidays, New Years, Pursuits & Hobbies, Markets & Shopping"
250th Anniversary of the Battle of Sullivan's Island (Carolina Day),"Fort Sumter and Fort Moultrie National Historical Park, Charleston, SC",2026-06-27,,https://www.charlestoncvb.com/events/250th-anniversary-of-the-battle-of-sullivan-s-island-carolina-day~27530,"Destinations, Parties & Reunions, Anniversaries, Civic Benefit, Patriotic, Pursuits & Hobbies, Other Interests, History"
Market Street Cowboy Band,"Henry's On The Market, Charleston, SC",2026-06-27,,https://henrysonthemarket.com/charleston-henry-s-on-the-market-music-calendar,"Performing Arts, Music, Concerts, Country, Pursuits & Hobbies, Markets & Shopping"
Upcoming Events,"Search, North Charleston, SC",2026-06-27,,https://fireflydistillery.com/events/,
Exhibition: Voices of Revolution in South Carolina,"South Carolina Historical Society, Charleston, SC",2026-06-27,,https://www.charlestoncvb.com/events/exhibition-voices-of-revolution-in-south-carolina~27544,"Destinations, Museums & Exhibits, Visual Arts, Pursuits & Hobbies, Other Interests, History"
Carolina Days at the Fireproof Building,"South Carolina Historical Society Museum, Charleston, SC",2026-06-27,,https://www.charlestoncvb.com/events/carolina-days-at-the-fireproof-building~27542,"Destinations, Museums & Exhibits, Parties & Reunions, Special Audience, Family, Holidays, Independence Day (USA), Pursuits & Hobbies, Other Interests, History"
The Charleston Tea Party,"Camellias, Charleston, SC",2026-06-27,,https://www.charlestoncvb.com/events/the-charleston-tea-party~27559,"Civic Benefit, Patriotic, Food & Drink, Tea, Pursuits & Hobbies, Home & Garden, Gardening, Holidays, Independence Day (USA)"
Hydration Station at the Fireproof Building,"South Carolina Historical Society, Charleston, SC",2026-06-27,,https://www.charlestoncvb.com/events/hydration-station-at-the-fireproof-building~27546,
Pop Up Exhibition: Foundations of a Revolution: South Carolina 1775-1777,"South Carolina Historical Society, Charleston, SC",2026-06-27,,https://www.charlestoncvb.com/events/pop-up-exhibition-foundations-of-a-revolution-south-carolina-1775-1777~27547,"Destinations, Museums & Exhibits, Visual Arts, Pursuits & Hobbies, Other Interests, History, Topics, Law"
American Gardens SC250,"American Gardens, Charleston, SC",2026-06-27,,https://www.charlestoncvb.com/events/american-gardens-sc250~27493,"Civic Benefit, Patriotic, Destinations, Parks & Gardens, Parties & Reunions, Performing Arts, Music, Live Music, Pursuits & Hobbies, Home & Garden, Gardening"
Spirit of South Carolina Cruise SC250,"Charleston Harbor, Charleston, SC",2026-06-27,,https://www.charlestoncvb.com/events/spirit-of-south-carolina-cruise-sc250~27487,"Pursuits & Hobbies, Travel"
Anna Barnes,"The Fillin' Station, Beaufort, SC",2026-06-27,,https://www.beaufortsc.org/event/anna-barnes/4754/,
Carolina Days,"Charleston, SC",2026-06-27,,https://www.charlestoncvb.com/events/carolina-days~25683,"Destinations, Civic Benefit"
Carolina Day 2026 Commemoration,"Fort Moultrie National Historical Park, Charleston, SC",2026-06-27,,https://www.charlestoncvb.com/events/carolina-day-2026-commemoration~26863,"Pursuits & Hobbies, Other Interests, History, Sports & Outdoors, Outdoor Recreation, Destinations, Parties & Reunions, Anniversaries"
Historic Church Program,"The Unitarian Church, Charleston, SC",2026-06-27,,https://www.charlestoncvb.com/events/historic-church-program-unitarian-church-in-charleston~26744,"Visual Arts, Photography, Lifestyle, Religion & Spirituality"
Carolina Days: SC250 Commemoration at Fort Moultrie,"Fort Moultrie, Charleston, SC",2026-06-27,,https://www.charlestoncvb.com/events/carolina-days-sc250-commemoration-at-fort-moultrie~27233,"Destinations, Parties & Reunions, Pursuits & Hobbies, Other Interests, History"
The Legacy Reception & Gala,"The Cooper, Charleston, SC",2026-06-27,,https://www.charlestoncvb.com/events/the-legacy-reception-gala~26216,"Destinations, Parties & Reunions, Galas & Formal Occasions, Food & Drink, Drinks, Performing Arts"
Revolutionary Skies - A 250th Commemoration Drone Show,"The Cooper River Waterfront, Charleston, SC",2026-06-27,,https://www.charlestoncvb.com/events/revolutionary-skies-a-250th-commemoration-drone-show~26215,"Destinations, Parties & Reunions"
Revolution Saturdays at Middleton Place,"Middleton Place, Charleston, SC",2026-06-27,,https://www.charlestoncvb.com/events/revolution-saturdays-at-middleton-place~25944,"Special Audience, Family"
JAZZ SERIES 7:30 to 9 PM,"The Commodore, Charleston, SC",2026-06-27,,https://tockify.com/thecommodorechs/detail/298/1782532800000,"Performing Arts, Music, Jazz"
LIVE MUSIC BY CTRL ROOM,"The Commodore, Charleston, SC",2026-06-27,,https://tockify.com/thecommodorechs/detail/226/1782532800000,"Performing Arts, Music, Live Music"
Rebecca Illustrated Painting Experience,"Mills House Hotel, Charleston, SC",2026-06-27,10:00 AM,,"Painting, Watercolor, Drawing & Painting, Visual Arts"
2nd Annual Lake Moultrie Watercraft Poker Run,"Lake Moultrie, Moncks Corner, SC",2026-06-27,10:00 AM,https://www.eventbrite.com/e/2nd-annual-lake-moultrie-watercraft-poker-run-tickets-1982077683708,"Sports & Outdoors, Outdoor Recreation, Motor Sports, Motorcycles, Fitness, Running, Pursuits & Hobbies, Betting & Gaming, Poker, Civic Benefit, Fundraisers"
Mindful Movement: An Intuitive Yoga Flow w/ Live DJ,"Garco Green, North Charleston, SC",2026-06-27,10:00 AM,,"Sports & Outdoors, Fitness, Yoga, Performing Arts, Music, Electronic, Hip-Hop, Hip Hop & Rap, Lifestyle, Health & Wellness"
West African Drum Class with Harambee Dance Company,"Park Circle Community Building, North Charleston, SC",2026-06-27,10:00 AM,https://nchasculturalarts.eventbrite.com,"Music, Performing Arts, Mixed Media Art, Visual Arts"
- Pamphlet Stitch Binding and Paper Bag Book Covers with Jesse Hinson,"Park Circle Community Building, North Charleston, SC",2026-06-27,10:00 AM,https://nchasculturalarts.eventbrite.com,"Visual Arts, Mixed Media Art"
Wake School For Kids,"Charleston Aqua Park, Johns Island, SC",2026-06-27,10:00 AM,https://eventvesta.com/events/145815/t/tickets,"Destinations, Festivals & Fairs, Summer, Festivals & Street Fairs, Sports & Outdoors, Sports, Outdoor Recreation, Swimming, Water Sports"
3rd Health & Wellness Expo,"North Charleston, SC",2026-06-27,10:00 AM,https://www.eventbrite.com/e/3rd-health-wellness-expo-tickets-1991022923160,"Lifestyle, Health & Wellness, Topics, Business, Tradeshows & Expos"
WILLS & WALLS WORKSHOP,"St. Helena Branch Library, St Helena Island, SC",2026-06-27,10:00 AM,https://www.eventbrite.com/e/wills-walls-workshop-tickets-1990821044335,"Learning, Conferences & Workshops, Topics, Schools & Education, Pursuits & Hobbies, Home & Garden, Home Improvement"
DJ Saturdays!,"DIG In The Park, North Charleston, SC",2026-06-27,10:00 PM,https://www.eventbrite.com/e/dj-saturdays-tickets-1980027358129,"Performing Arts, Music, Electronic"
14th Annual Charleston Natural Hair Expo,"Burke High School, Charleston, SC",2026-06-27,11:00 AM,https://www.eventbrite.com/e/14th-annual-charleston-natural-hair-expo-june-27-2026-tickets-1470858891539,"Topics, Business, Tradeshows & Expos, Professional"
FROZEN: SING-ALONG,"Queen Street Playhouse, Charleston, SC",2026-06-27,11:00 AM,https://www.footlightplayers.net/season-94-1/2026/6/27/frozen-sing-along,"Performing Arts, Music, Visual Arts, Film, Special Audience"
Renee Kahn Memorial Retrospective,"Kahal Kadosh Beth Elohim, Charleston, SC",2026-06-27,11:00 AM,https://www.reneekahnfineart.com/event/235934/renee-kahn-memorial-charity-retrospective,"Arts, Destinations, Museums & Exhibits, Civic Benefit, Fundraisers"
Aligning with Divine Intelligence,"Charleston, SC",2026-06-27,11:00 AM,,"Webinars, Talks & Lectures, Lifestyle, Learning"
Under the Sea Fest @Island Candles,"Island Candles, Charleston, SC",2026-06-27,11:00 AM,https://www.eventbrite.com/e/under-the-sea-fest-island-candles-tickets-1990532183344?aff=oddtdtcreator&keep_tld=true,"Destinations, Festivals & Fairs, Special Audience, Family, Kids"
Concurrent Solo Exhibits – Chuck Barker and Lindsey Maldonado,"Park Circle Gallery, North Charleston, SC",2026-06-27,11:00 AM,https://culturalarts.northcharleston.org/programs_activities/exhibits_public_art/park_circle_gallery.php,"Museums & Exhibits, Visual Arts, Mixed Media Art, Destinations"
Maria Britton: SECOND SLEEP & In Kyoung Chun: MAKE ROOM,"Halsey Institute of Contemporary Art, Charleston, SC",2026-06-27,11:00 AM,https://halsey.charleston.edu/exhibitions/,"Visual Arts, Art Museums, Painting, Drawing & Painting, Museums & Exhibits, Destinations"
Brunch & Blazers- The Business Mixer,"Hilton Garden Inn Charleston Airport, North Charleston, SC",2026-06-27,11:00 AM,https://www.eventbrite.com/e/brunch-blazers-the-business-mixer-tickets-1991743599723,"Professional, Networking, Topics, Business, Food & Drink, Food, Brunch"
Celebrate Carolina Day at The Rooftop,"The Rooftop at The Vendue, Charleston, SC",2026-06-27,11:30 AM,https://www.rooftopcharleston.com/carolinaday/,Food & Drink
Outdoor Barre Workout at the Andell Inn,"Freshfields Village, Johns Island, SC",2026-06-27,11:30 AM,https://www.facebook.com/events/1481273356941156/1481273373607821/?active_tab=about,"Sports & Outdoors, Fitness, Outdoor Recreation, Special Audience"
Cazes,"Trio, Charleston, SC",2026-06-27,11:30 PM,https://www.bandsintown.com/e/107887956?app_id=pkvts0on0m&came_from=287&utm_medium=api&utm_source=partner_api&utm_campaign=event,"Performing Arts, Music, Concerts, Live Music"
167 x Hart Collaboration,"Bar167, Charleston, SC",2026-06-27,12:00 PM,https://www.167hospitality.com/,"Pursuits & Hobbies, Markets & Shopping"
West African Dance Class with Harambee Dance Company,"Park Circle Community Building, North Charleston, SC",2026-06-27,12:00 PM,https://nchasculturalarts.eventbrite.com,"Performing Arts, Dance"
AUDIEN,"Palma Day Club, Charleston, SC",2026-06-27,12:00 PM,,"Nightlife, Performing Arts, Music, Destinations, Festivals & Fairs"
Saturdays at the Distillery,"Firefly Distillery, North Charleston, SC",2026-06-27,12:00 PM,https://fireflydistillery.com/event/saturdays-at-the-distillery-june-v3/,"Food & Drink, Drinks, Food Trucks, Performing Arts, Music, Live Music"
Charleston Drag Brunch Party,"Well Hung Vineyard - Restaurant, Charleston, SC",2026-06-27,12:00 PM,,"Special Audience, LGBT, Drag Show, Food & Drink, Food, Brunch"
Carolina Days: Celebrate Carolina,"Middleton Place, Charleston, SC",2026-06-27,12:00 PM,https://www.middletonplace.org/news-and-events/event/carolina-days-celebrate-carolina/,"Destinations, Parties & Reunions, Civic Benefit, Politics & Government, Government Meetings, Committee Meetings, Pursuits & Hobbies, Crafts, Scrapbooking"
Packing Party with Lowcountry Period Pixies,"Bees Ferry West Ashley Library, Charleston, SC",2026-06-27,12:30 PM,https://www.facebook.com/events/2585798711892895/,"Destinations, Parties & Reunions, Civic Benefit, Causes & Activism"
Carolina Streetwear Academy,"Scottish Rite Valley of Charleston, Charleston, SC",2026-06-27,12:30 PM,https://www.eventbrite.com/e/carolina-streetwear-academy-tickets-1981917050249,"Topics, Business"
Art Room Surprise,"Children's Museum of the Lowcountry, Charleston, SC",2026-06-27,1:00 PM,https://eventvesta.com/events/147264/t/tickets,"Visual Arts, Drawing & Painting, Painting, Drawing, Learning, Lessons & Classes, Special Audience, Kids, Destinations, Museums & Exhibits, Children's Museums"
3 Cheeses In Three Hours,"Jeremiah Farm & Goat Dairy 3853 Platt Rd, Johns Island, SC",2026-06-27,1:00 PM,https://www.eventbrite.com/e/3-cheeses-in-three-hours-june-27th-tickets-1990293054102,"Topics, Schools & Education, Food & Drink, Food, Cheese"
Spirit Tastings at Kiawah Spirits,"Freshfields Village, Johns Island, SC",2026-06-27,1:00 PM,https://www.facebook.com/events/1295497679442018/1295497702775349/?active_tab=about,"Lifestyle, Religion & Spirituality, Food & Drink, Drinks, Spirits & Liquor, Pursuits & Hobbies, Markets & Shopping"
Introducing Our Summer Concert Series at Republic Garden & Lounge,"Republic Garden & Lounge, Charleston, SC",2026-06-27,1:00 PM,https://fp.sevenrooms.com/explore/republicgardenandlounge/reservations/create/search/,"Food & Drink, Performing Arts, Music, Live Music, MusicEvent"
Summer Saturdays: Snaffle Bit at The Palmetto Hotel,"The Palmetto Hotel, Charleston, SC",2026-06-27,2:00 PM,https://www.palmettohotelcharleston.com/,"Markets & Shopping, Pursuits & Hobbies"
Watercolor Painting with Laurie Candelaria,"Park Circle Community Building, North Charleston, SC",2026-06-27,2:00 PM,https://nchasculturalarts.eventbrite.com,"Watercolor, Visual Arts, Drawing & Painting, Painting"
Jack Triebold,"Henry's On The Market, Charleston, SC",2026-06-27,2:00 PM,https://henrysonthemarket.com/charleston-henry-s-on-the-market-music-calendar,"Performing Arts, Music, Acoustic, Concerts"
Southbound 17,"Firefly Distillery, North Charleston, SC",2026-06-27,2:00 PM,https://www.bandsintown.com/e/107634949?app_id=pkvts0on0m&came_from=287&utm_medium=api&utm_source=partner_api&utm_campaign=event,"Performing Arts, Music, Concerts, Country, Folk & Traditional, Live Music"
Bourbon N' Bubbles Farm To Table Experience,"Bourbon N' Bubbles, Charleston, SC",2026-06-27,2:00 PM,https://bourbonnbubbles.com/,"Food & Drink, Food, Food Tours, Pursuits & Hobbies, Culinary Arts"
Front Lines to the Home Front,"James F Dean Theatre, Summerville, SC",2026-06-27,3:00 PM,https://www.flowertownplayers.org/special-events/,"Theater, Performing Arts"
"""REP YOUR CITY"" Car, Truck & Bike Show","Walterboro, SC",2026-06-27,3:00 PM,,"Sports & Outdoors, Sports, Cycling, Topics, Business, Professional"
Kids Drum Circle,"Pour House, Charleston, SC",2026-06-27,3:30 PM,https://charlestonpourhouse.com/event/kids-drum-circle-3-2-2/2026-06-27/,"Performing Arts, Music, Percussion, Special Audience, Kids"
Tagines & Tea: A Moroccan Cooking Experience,"Chef's Collective, Charleston, SC",2026-06-27,4:00 PM,https://www.thechefscollective.com/event-details/tagines-tea-a-moroccan-cooking-experience,"Pursuits & Hobbies, Culinary Arts, Cooking Classes, Food & Drink, Tea, Destinations, Festivals & Fairs, Summer, Festivals & Street Fairs"
New!! Paint & Sip Event @ BlueMercury: Moonlit Egret,"BlueMercury, Kiawah Island, SC",2026-06-27,4:00 PM,https://eventvesta.com/events/144971/t/tickets,Performing Arts
Be Yaself Day Party,"Babylon, Charleston, SC",2026-06-27,4:00 PM,https://www.eventbrite.com/e/be-yaself-day-party-tickets-1989181889579,"Destinations, Parties & Reunions"
Brewery Blast Laser Tag at Holy City Brewing,"Holy City Brewing, North Charleston, SC",2026-06-27,5:00 PM,,"Food & Drink, Drinks, Pursuits & Hobbies, Games"
OhMyChella Fest,"OhMy! Creative Party Shop & Craft Studio, Summerville, SC",2026-06-27,5:00 PM,https://www.ohmycreativeparty.com/,"Live Interactive Events, Crafts, Family, Sightseeing, Destinations, Special Audience, Pursuits & Hobbies"
Murder at the Redneck Reunion,"Black Fedora Comedy Mystery Theatre, Charleston, SC",2026-06-27,5:00 PM,https://www.charlestonmysteries.com/,"Theater, Comedy, Family, Performing Arts, Special Audience"
Line Dancing at Firefly,"Firefly Distillery, North Charleston, SC",2026-06-27,5:00 PM,https://fireflydistillery.com/event/line-dancing-at-firefly-june/,"Performing Arts, Dance, Country Dance, Line Dancing, Music, Food & Drink, Drinks, Learning, Lessons & Classes"
Live Music - Bloody Spurs,"Tommy Condon's Irish Pub & Restaurant, Charleston, SC",2026-06-27,5:00 PM,https://tommycondons.com/charleston-tommy-condon-s-events,"Performing Arts, Music, Live Music"
Tabernacle Choir Watch Party,"Hanahan Library, Hanahan, SC",2026-06-27,5:00 PM,https://www.eventbrite.com/e/tabernacle-choir-watch-party-tickets-1990309971703,"Performing Arts, Music, Choral, Destinations, Parties & Reunions"
The Function,"The Porter Room at Holy City Brewing, North Charleston, SC",2026-06-27,6:00 PM,https://www.eventbrite.com/e/the-function-tickets-1990661700734,"Destinations, Parties & Reunions, Anniversaries, Food & Drink, Wine"
Highstar Hoops Celebrity & Rivalry Game,"Charleston, North Charleston, SC",2026-06-27,6:00 PM,https://www.eventbrite.com/e/highstar-hoops-celebrity-rivalry-game-tickets-1989180913660,"Pursuits & Hobbies, Games, Sports & Outdoors, Sports, Basketball"
Tan & Sober Gentlemen at the Charleston Pour House (Deck),"Pour House, Charleston, SC",2026-06-27,6:00 PM,https://www.facebook.com/events/1724153865664055/,"Performing Arts, Music, Concerts, Folk & Traditional, Country, Bluegrass, Destinations, Festivals & Fairs, Festivals & Street Fairs"
Joe Fisher Trio,"Trio, Charleston, SC",2026-06-27,6:00 PM,https://henrysonthemarket.com/charleston-henry-s-on-the-market-music-calendar,"Performing Arts, Music, Rock, Classic Rock, Concerts"
Mo Lowda & the Humble - on the NÜTRL Beach Stage,"The Windjammer, Isle of Palms, SC",2026-06-27,6:00 PM,https://the-windjammer.com/event/mo-low/,"Performing Arts, Music, Concerts, Outdoor Concerts"
Charleston Riverdogs vs. Augusta GreenJackets,"Joe Riley Stadium, Charleston, SC",2026-06-27,6:05 PM,,"Performing Arts, Music, Concerts, Miscellaneous, Sports & Outdoors, Sports"
Augusta GreenJackets at Charleston RiverDogs,"The Joe, Charleston, SC",2026-06-27,6:05 PM,,"Sports & Outdoors, Sports"
Carolina Day Cookout,"The Cooper, Charleston, SC",2026-06-27,6:30 PM,https://www.thecooper.com/happenings/#!/event/019e40c5-95e5-74b8-b1a6-4c69f0c41c70,Holidays
Hibachi Class at Edisto River Brewing,"Edisto River Brewing Company Llc, Johns Island, SC",2026-06-27,6:30 PM,https://www.eventbrite.com/e/hibachi-class-at-edisto-river-brewing-tickets-1989860817270,"Food & Drink, Drinks, Food, Learning, Lessons & Classes, Topics, Schools & Education"
Orangetheory in the Outfield,"The Joe, Charleston, SC",2026-06-27,7:00 AM,https://www.eventbrite.com/e/orangetheory-in-the-outfield-registration-1990119135908,"Sports & Outdoors, Lifestyle, Health & Wellness"
Pride on Ann: A Pride Month Celebration Block Party - 21+,"Music Farm, Charleston, SC",2026-06-27,7:00 PM,https://musicfarm.com/event/pride-on-ann-a-pride-month-celebration-block-party/,"Performing Arts, Theater, Destinations, Parties & Reunions, Zoos & Animals, Farms, Lifestyle, Special Audience, LGBT"
Beaufort ~ Da' Gullah American Revolutionary Experience,"USCB Center for the Arts, Beaufort, SC",2026-06-27,7:00 PM,https://southcarolinalowcountry.com/events/event/beaufort-da-gullah-american-revolutionary-experience-2/,"Performing Arts, Music, Theater, Pursuits & Hobbies, Other Interests, History, Destinations, Parties & Reunions"
Liberty!,"The Historic Dock Street Theatre, Charleston, SC",2026-06-27,7:00 PM,https://charlestonconcertband.org/concerts/liberty2026,"Performing Arts, Music, Concerts, Destinations, Parties & Reunions"
The Princess Bride: An Inconceivable Evening with Cary Elwes Moderated by Sydney Stowe,"Gaillard Center, Charleston, SC",2026-06-27,7:00 PM,https://www.facebook.com/events/684457350672900/,"Pursuits & Hobbies, Other Interests, Characters, Princesses, Lifestyle, Relationships, Bridal, Visual Arts, Film, Sports & Outdoors, Sports"
Chris Stapleton's All-American Road Show,"North Charleston Coliseum & Performing Arts Center, North Charleston, SC",2026-06-27,7:30 PM,,"Performing Arts, Music, Concerts, Country"
The Brewery Comedy Tour at Indigo Reef Brewing Co,"Indigo Reef Brewing Company, Charleston, SC",2026-06-27,7:30 PM,https://www.eventbrite.com/e/the-brewery-comedy-tour-at-indigo-reef-brewing-co-tickets-1990732099298,"Performing Arts, Comedy, Food & Drink, Drinks, Destinations, Sightseeing"
Front Lines to the Home Front,"James F Dean Theatre, Summerville, SC",2026-06-27,7:30 PM,https://www.flowertownplayers.org/special-events/,"Theater, Performing Arts"
Scrooge Mandella,"Tin Roof, Charleston, SC",2026-06-27,7:30 PM,https://tockify.com/tinroofschedule/detail/1746/1782603000000,
Shateka Husser Financial Solutions 5-Year Anniversary Celebration,"REGISTER to receive location details, Charleston, SC",2026-06-27,7:30 PM,https://www.eventbrite.com/e/shateka-husser-financial-solutions-5-year-anniversary-celebration-tickets-1988508460334,"Destinations, Parties & Reunions, Anniversaries, Topics, Business, Finance, Lifestyle, Personal Finance"
The Angel Next Door,"The Venue MTP, Mount Pleasant, SC",2026-06-27,7:30 PM,,"Performing Arts, Comedy"
Corinne Letourneau,"Patriots Point, Mount Pleasant, SC",2026-06-27,7:30 PM,https://www.bandsintown.com/e/107887523?app_id=pkvts0on0m&came_from=287&utm_medium=api&utm_source=partner_api&utm_campaign=event,"Performing Arts, Music, Concerts, Brass, Classical, Hip Hop & Rap, R&B and Soul, Rock, Pop Rock, Piano, Acoustic, Blues, Jazz, Trumpet, Orchestra, Choral, Hip-Hop, Opera, Live Music, Folk & Traditional"
Charleston Farmers Market 2026,"Marion Square, Charleston, SC",2026-06-27,8:00 AM,https://charlestonfarmersmarket.com/,"Destinations, Festivals & Fairs, Festivals & Street Fairs, Pursuits & Hobbies, Culinary Arts, Markets & Shopping, Farmers Markets"
