name,location,date,time,more_info,tags
Public Tour,"Gibbes Museum, Charleston, SC",2026-07-24,1:00 PM,,"Visual Arts, Art Museums, Museums & Exhibits, Destinations"
Pickleball for Hope,"Pickleball Kingdom , Mount Pleasant, SC",2026-07-24,2:00 PM,https://www.sharinghopesc.org/community-outreach/pickleball-for-hope/,"Health & Wellness, Sports & Outdoors, Lifestyle"
Bourbon N' Bubbles Farm To Table Experience,"Bourbon N' Bubbles, Charleston, SC",2026-07-24,2:00 PM,https://bourbonnbubbles.com/,"Food & Drink, Food, Food Tours, Pursuits & Hobbies, Culinary Arts"
Fossil Friday with Curator of Natural History Matthew Gibson,"The Charleston Museum, Charleston, SC",2026-07-24,3:30 PM,https://www.charlestonmuseum.org/news-events/events/fossil-friday-with-curator-of-natural-history-matthew-gibson-139/,"Archaeology, Natural History Museums, Museums & Exhibits, Destinations, Science, STEM, Topics"
Mixology Class | Southern Sips at Linnette's,"The Dunlin, Auberge Collection, Johns Island, SC",2026-07-24,3:30 PM,https://auberge.com/the-dunlin/experiences#!/e/southern-sips-f0adcadb,"Learning, Lessons & Classes, Food & Drink, Drinks"
Happy Hour at Bourbon N' Bubbles,"Bourbon N' Bubbles, Charleston, SC",2026-07-24,4:00 PM,https://bourbonnbubbles.com/charleston-bourbon-n-bubbles-happy-hours-specials,"Food & Drink, Drinks, Happy Hour"
Southbound 17,"Firefly Distillery, North Charleston, SC",2026-07-24,4:00 PM,https://www.bandsintown.com/e/108188618?app_id=pkvts0on0m&came_from=287&utm_medium=api&utm_source=partner_api&utm_campaign=event,"Performing Arts, Music, Concerts, Country, Folk & Traditional, Live Music"
"Serve, Connect & Grow","The Pickle Bar, Summerville, SC",2026-07-24,4:30 PM,https://www.eventbrite.com/e/serve-connect-grow-tickets-1991413644819,"Sports & Outdoors, Sports, Pickleball, Professional, Networking"
Wakeboard Night,"Charleston Aqua Park, Johns Island, SC",2026-07-24,5:00 PM,https://eventvesta.com/events/145814/t/tickets,"Sports & Outdoors, Outdoor Recreation, Swimming, Water Sports"
Brewery Blast Laser Tag at Holy City Brewing,"Holy City Brewing, North Charleston, SC",2026-07-24,5:00 PM,,"Food & Drink, Drinks, Pursuits & Hobbies, Games"
Cowboy Mouth - on the NÜTRL Beach Stage,"The Windjammer, Isle of Palms, SC",2026-07-24,6:00 PM,https://the-windjammer.com/event/cowboy-mouth-6/,"Sports & Outdoors, Performing Arts, Music, Concerts, Outdoor Concerts"
Sol Driven Train at the Charleston Pour House (Deck),"Pour House, Charleston, SC",2026-07-24,6:00 PM,https://www.facebook.com/events/3513688982265904/,"Performing Arts, Music, World Music, Caribbean, Concerts, Folk & Traditional"
Date at the Dealership,"North Charleston, SC",2026-07-24,6:00 PM,https://www.eventbrite.com/e/date-at-the-dealership-tickets-1991470915116,
Gullah/Geechee CREATE Artists Collective Reception and Exhibition,"Penn Center, St Helena Island, SC",2026-07-24,6:00 PM,https://www.eventbrite.com/e/gullahgeechee-create-artists-collective-reception-and-exhibition-tickets-1988660864178,"Visual Arts, Destinations, Museums & Exhibits"
Music on the Green,"Freshfields Village, Johns Island, SC",2026-07-24,6:00 PM,https://freshfieldsvillage.com/event/music-on-the-green/2026-06-05/,"Performing Arts, Music, Live Music"
Charleston 2nd Ward Pioneer Day Celebration,"The Church of Jesus Christ of Latter-day Saints, Charleston, SC",2026-07-24,6:00 PM,,"Performing Arts, Music, Religious, Destinations, Parties & Reunions, Holidays, Pioneer Day"
Dancing on the Cooper,"Mt Pleasant Pier, Mount Pleasant, SC",2026-07-24,7:00 PM,,"Dance, Performing Arts"
Dancing on the Cooper,"Mount Pleasant Pier, Mount Pleasant, SC",2026-07-24,7:00 PM,https://www.ccprc.com/event/dancing-on-the-cooper/277/,"Dance, Performing Arts"
Firefly Music Bingo,"Firefly Distillery, North Charleston, SC",2026-07-24,7:00 PM,https://fireflydistillery.com/event/firefly-music-bingo-july-2/,"Performing Arts, Music, Live Music, Concerts, Pursuits & Hobbies, Games, Bingo, Food & Drink, Drinks, Food, Food Trucks, Lifestyle, Parenting"
Live Music Friday's,"DIG In The Park, North Charleston, SC",2026-07-24,7:00 PM,https://www.eventbrite.com/e/live-music-fridays-tickets-1980023921851,"Performing Arts, Music, Live Music"
Final Fae Friday Writing  Workshops,"Tua Lingua, North Charleston, SC",2026-07-24,7:00 PM,,"Literary Arts, Writing, Poetry, Professional, Schools & Education, Performing Arts, Open Mic, Learning, Conferences & Workshops"
Charleston Riverdogs vs. Wilson Warbirds,"The Joe, Charleston, SC",2026-07-24,7:05 PM,,"Performing Arts, Music, Miscellaneous, Sports & Outdoors, Sports"
Little Women: The Broadway Musical,"The Historic Dock Street Theatre, Charleston, SC",2026-07-24,7:30 PM,https://www.charlestoncvb.com/events/little-women-the-broadway-musical~26849,"Musical, Theater, Performing Arts"
US Aerial Federation National World Qualifying Championships 2026,"Scottish Rite Valley of Charleston, Charleston, SC",2026-07-24,8:00 AM,https://www.eventbrite.com/e/us-aerial-federation-national-world-qualifying-championships-2026-tickets-1990108375724,"Sports & Outdoors, Sports"
Take The Funny And Run,"Theatre 99, Charleston, SC",2026-07-24,8:00 PM,https://theatre99.com/event/take-the-funny-and-run-446/,"Performing Arts, Comedy, Improv, Music, Concerts, Theater, Special Audience, Family, Sports & Outdoors, Fitness, Running"
Summer Tennis Camp: Level - Beginner 101,"Open Door Ministries Sport & Wellness Center, Moncks Corner, SC",2026-07-24,9:00 AM,https://www.opendoorministriestennis.com/summer-camps,"Sports, Tennis, Sports & Outdoors"
Summer Culinary Camp,"Young Chefs Academy of Charleston, Mount Pleasant, SC",2026-07-24,9:00 AM,https://charlestonsc.youngchefsacademy.com/culinary-camps/,"Destinations, Summer Camps, Pursuits & Hobbies, Culinary Arts, Cooking Classes"
Half-Day Art Camp - Everything Art! with Alex Roberts,"Park Circle Community Building, North Charleston, SC",2026-07-24,9:00 AM,,"Visual Arts, Drawing & Painting, Professional, Schools & Education"
National Outdoor Sculpture Competition and Exhibition,"North Charleston Riverfront Park, North Charleston, SC",2026-07-24,9:00 AM,https://www.northcharlestonartsfest.com/national-outdoor-sculpture-competition-exhibition,"Visual Arts, Mixed Media Art"
Museum Camp,"The Charleston Museum, Charleston, SC",2026-07-24,9:00 AM,https://www.charlestonmuseum.org/news-events/events/museum-camp-5/,"Destinations, Museums & Exhibits, Learning, Lessons & Classes"
Jurassic Seas at the South Carolina Aquarium,"South Carolina Aquarium, Charleston, SC",2026-07-24,9:00 AM,https://eventvesta.com/events/147446/t/tickets,"Destinations, Museums & Exhibits"
Northern Beaufort County Regional Plan Implementation (T),"Executive Conference Room, Beaufort, SC",2026-07-24,9:00 AM,https://www.beaufortcountysc.gov/events/2026/07/07.24.2026 NRPIC.html,"Civic Benefit, Politics & Government, Government Meetings, Committee Meetings"
Thurston Howell - Your Premier Yacht Rock Spectacular,"Pour House, Charleston, SC",2026-07-24,9:00 PM,https://www.bandsintown.com/e/107941343?app_id=pkvts0on0m&came_from=287&utm_medium=api&utm_source=partner_api&utm_campaign=event,"Performing Arts, Music, Concerts, Rock, Classical, Soft Rock, Percussion, Orchestra, Live Music"
Tennis Courts + Cannon Rogers,"The Royal American, Charleston, SC",2026-07-24,9:00 PM,https://www.theroyalamerican.com/schedule/tennis-courts-7-24-26,"Sports & Outdoors, Sports, Tennis"
Sweetgrass Festival,"Memorial Waterfront Park, Mount Pleasant, SC",2026-07-25,,https://www.charlestoncvb.com/events/sweetgrass-festival~25822,"Destinations, Festivals & Fairs, Festivals & Street Fairs, Pursuits & Hobbies, Crafts, Weaving, Basket Weaving, Markets & Shopping, Lifestyle, Multicultural"
Beaufort ~ Beaufort Water Festival,"Henry C. Chambers Waterfront Park, Beaufort, SC",2026-07-25,,https://southcarolinalowcountry.com/events/event/beaufort-beaufort-water-festival-2/,"Destinations, Festivals & Fairs, Festivals & Street Fairs, Special Audience, Family"
Bakermat,"Palma Day Club, North Charleston, SC",2026-07-25,,https://www.bandsintown.com/e/1038551619?app_id=pkvts0on0m&came_from=287&utm_medium=api&utm_source=partner_api&utm_campaign=event,"Performing Arts, Music, Concerts, Live Music"
IOP 2026 Beach Run,"Behind The Windjammer on the beach, Charleston, SC",2026-07-25,,https://www.charlestoncvb.com/events/iop-2026-beach-run~26964,"Sports & Outdoors, Fitness, Running, Sports, Outdoor Recreation, Water Sports, Special Audience, Teens"
Christmas in July,"Uptown Green, Goose Creek, SC",2026-07-25,,https://www.charlestoncvb.com/events/christmas-in-july~27637,"Holidays, Christmas, Santa Claus, Destinations, Parties & Reunions, Performing Arts, Music"
Bookstore Birthday - 8 years!,"North Charleston, SC",2026-07-25,,https://www.itinerantliteratebooks.com/events,"Destinations, Parties & Reunions, Anniversaries"
Summer Jazz on The Ashley,"Jenkins On The Ashley, Charleston, SC",2026-07-25,,https://www.charlestoncvb.com/events/summer-jazz-on-the-ashley~27535,"Performing Arts, Music, Jazz, Concerts, Outdoor Concerts, Theater, Special Audience, Teens"
Revolution Saturdays at Middleton Place,"Middleton Place, Charleston, SC",2026-07-25,,https://www.charlestoncvb.com/events/revolution-saturdays-at-middleton-place~25944,"Special Audience, Family"
JAZZ SERIES 7:30 to 9 PM,"The Commodore, Charleston, SC",2026-07-25,,https://tockify.com/thecommodorechs/detail/298/1784952000000,"Performing Arts, Music, Jazz"
LIVE MUSIC BY CTRL ROOM,"The Commodore, Charleston, SC",2026-07-25,,https://tockify.com/thecommodorechs/detail/226/1784952000000,"Performing Arts, Music, Live Music"
Rebecca Illustrated Painting Experience,"Mills House Hotel, Charleston, SC",2026-07-25,10:00 AM,,"Painting, Watercolor, Drawing & Painting, Visual Arts"
CML Superstars,"Children's Museum of the Lowcountry, Charleston, SC",2026-07-25,10:00 AM,https://eventvesta.com/events/149345/t/tickets,"Schools & Education, Topics"
Art Journey to Inner Peace Workshop - The Shedding Experience,"Self-Help Credit Union, Summerville, SC",2026-07-25,10:00 AM,http://christinedjohnson.com,"Writing, Health & Wellness, Visual Arts, Literary Arts, Lifestyle"
Creative Arts Workshop – Intro to Character Design with Natalie Staub,"Park Circle Community Building, North Charleston, SC",2026-07-25,10:00 AM,https://nchasculturalarts.eventbrite.com,"Visual Arts, Mixed Media Art"
Festival of Hope,"Rollins Edwards Community Center, Summerville, SC",2026-07-25,10:00 AM,https://www.summervillesc.gov/calendar.aspx?,"Destinations, Festivals & Fairs, Festivals & Street Fairs, Civic Benefit"
Nature Explorers Day,"Magnolia Plantation, Charleston, SC",2026-07-25,10:00 AM,https://www.magnoliaplantation.com/events/nature-explorers-day,"Sports & Outdoors, Outdoor Recreation, Nature & Wildlife, Special Audience, Family, Kids"
Wake School For Kids,"Charleston Aqua Park, Johns Island, SC",2026-07-25,10:00 AM,https://eventvesta.com/events/145815/t/tickets,"Destinations, Festivals & Fairs, Summer, Festivals & Street Fairs, Sports & Outdoors, Sports, Outdoor Recreation, Swimming, Water Sports"
Christmas in July Scrapbooking Crop,"Summerville, SC",2026-07-25,10:00 AM,https://tockify.com/visit.summerville/detail/1824/1784901600000,"Holidays, Christmas, Pursuits & Hobbies, Crafts, Scrapbooking, Home & Garden, Home Improvement, Food & Drink, Drinks, Food"
Community Water Conservation Workshop,"Folly Beach, SC",2026-07-25,10:00 AM,https://www.eventbrite.com/e/community-water-conservation-workshop-tickets-1991922051477,"Civic Benefit, Causes & Activism, Environmental Causes, Topics, Schools & Education, Learning, Conferences & Workshops"
DJ Saturdays!,"DIG In The Park, North Charleston, SC",2026-07-25,10:00 PM,https://www.eventbrite.com/e/dj-saturdays-tickets-1980027358129,"Performing Arts, Music, Electronic"
Group Exhibit – SHAPERS II,"Park Circle Gallery, North Charleston, SC",2026-07-25,10:30 AM,https://culturalarts.northcharleston.org/programs_activities/exhibits_public_art/park_circle_gallery.php,"Museums & Exhibits, Visual Arts, Mixed Media Art, Destinations"
Maria Britton: SECOND SLEEP & In Kyoung Chun: MAKE ROOM,"Halsey Institute of Contemporary Art, Charleston, SC",2026-07-25,11:00 AM,https://halsey.charleston.edu/exhibitions/,"Visual Arts, Art Museums, Painting, Drawing & Painting, Museums & Exhibits, Destinations"
"Girl, Thrive: Mid-Year Reset - Realigning with Purpose & Finishing Strong ✨","Seene House, Summerville, SC",2026-07-25,11:00 AM,,Professional
167 x Hart Collaboration,"Bar167, Charleston, SC",2026-07-25,12:00 PM,https://www.167hospitality.com/,"Pursuits & Hobbies, Markets & Shopping"
Charleston Drag Brunch 4 Year Anniversary Party,"Well Hung Vineyard - Restaurant, Charleston, SC",2026-07-25,12:00 PM,,"Special Audience, LGBT, Drag Show, Food & Drink, Food, Brunch, Destinations, Parties & Reunions, Anniversaries"
Saturdays at the Distillery,"Firefly Distillery, North Charleston, SC",2026-07-25,12:00 PM,https://fireflydistillery.com/event/saturdays-at-the-distillery-july-25/,"Food & Drink, Drinks, Food Trucks, Performing Arts, Music, Live Music"
Gullah/Geechee Famlee Day 2026,"Penn Center, St Helena Island, SC",2026-07-25,12:00 PM,https://www.eventbrite.com/e/gullahgeechee-famlee-day-2026-tickets-1988660700689,
Art Room Surprise,"Children's Museum of the Lowcountry, Charleston, SC",2026-07-25,1:00 PM,https://eventvesta.com/events/149339/t/tickets,"Visual Arts, Drawing & Painting, Painting, Drawing, Learning, Lessons & Classes, Special Audience, Kids, Destinations, Museums & Exhibits, Children's Museums"
Spirit Tastings at Kiawah Spirits,"Freshfields Village, Johns Island, SC",2026-07-25,1:00 PM,https://www.facebook.com/events/1295497679442018/1295497762775343/?active_tab=about,"Lifestyle, Religion & Spirituality, Food & Drink, Drinks, Spirits & Liquor, Pursuits & Hobbies, Markets & Shopping"
Introducing Our Summer Concert Series at Republic Garden & Lounge,"Republic Garden & Lounge, Charleston, SC",2026-07-25,1:00 PM,https://fp.sevenrooms.com/explore/republicgardenandlounge/reservations/create/search/,"Food & Drink, Performing Arts, Music, Live Music, MusicEvent"
Southbound 17,"Deep Water Vineyard, Wadmalaw Island, SC",2026-07-25,1:00 PM,https://www.bandsintown.com/e/107634961?app_id=pkvts0on0m&came_from=287&utm_medium=api&utm_source=partner_api&utm_campaign=event,"Performing Arts, Music, Concerts, Live Music, Country"
Summer Saturdays: Evergarden and Deluxe Special at The Palmetto Hotel,"The Palmetto Hotel, Charleston, SC",2026-07-25,2:00 PM,https://www.palmettohotelcharleston.com/,"Markets & Shopping, Pursuits & Hobbies"
Little Women: The Broadway Musical,"The Historic Dock Street Theatre, Charleston, SC",2026-07-25,2:00 PM,https://www.charlestoncvb.com/events/little-women-the-broadway-musical~26849,"Musical, Theater, Performing Arts"
Bourbon N' Bubbles Farm To Table Experience,"Bourbon N' Bubbles, Charleston, SC",2026-07-25,2:00 PM,https://bourbonnbubbles.com/,"Food & Drink, Food, Food Tours, Pursuits & Hobbies, Culinary Arts"
High School Musical 2 JR,"Queen Street Playhouse, Charleston, SC",2026-07-25,3:00 PM,https://cur8.com/1452/project/140121,"Performing Arts, Theater, Musical, Special Audience, Family, Kids"
Paint & Sip Event @ West Ashley Nutrition: Pineapple Fountain,"West Ashley Nutrition, Charleston, SC",2026-07-25,3:00 PM,https://eventvesta.com/events/149101/t/tickets,"Visual Arts, Drawing & Painting, Painting, Learning, Conferences & Workshops"
THE BIGGEST SHOWCASE IN COLLETON COUNTY,"Colleton Civic Center/Hampton St. Auditorium, Walterboro, SC",2026-07-25,3:00 PM,https://www.eventbrite.com/e/the-biggest-showcase-in-colleton-county-tickets-1982490456322,"Topics, Business, Tradeshows & Expos, Visual Arts, Professional"
Brewery Blast Laser Tag at Holy City Brewing,"Holy City Brewing, North Charleston, SC",2026-07-25,5:00 PM,,"Food & Drink, Drinks, Pursuits & Hobbies, Games"
Line Dancing at Firefly,"Firefly Distillery, North Charleston, SC",2026-07-25,5:00 PM,https://fireflydistillery.com/event/line-dancing-at-firefly-july/,"Performing Arts, Dance, Country Dance, Line Dancing, Music, Food & Drink, Drinks, Learning, Lessons & Classes"
Charleston Christmas in July Bar Crawl 2026,"Juanita Greenberg's Nacho Royale, Charleston, SC",2026-07-25,6:00 PM,https://www.eventbrite.com/e/charleston-christmas-in-july-bar-crawl-2026-tickets-1988912728511,"Holidays, Christmas, Food & Drink, Drinks"
High School Musical 2 JR,"Queen Street Playhouse, Charleston, SC",2026-07-25,6:00 PM,https://cur8.com/1452/project/140121,"Performing Arts, Theater, Musical, Special Audience, Family, Kids"
The Dinner Detective True Crime Murder Mystery Dinner Show,"DoubleTree by Hilton Charleston Riverview, Charleston, SC",2026-07-25,6:00 PM,https://www.charlestoncvb.com/events/the-dinner-detective-true-crime-murder-mystery-dinner-show~27442,"Food & Drink, Food, Dinner, Performing Arts, Theater, Comedy, Topics, Law, Pursuits & Hobbies, Other Interests, Paranormal"
The Vybe Tape - Part 2: Pieces Coming Together,"The Purple Buffalo, North Charleston, SC",2026-07-25,6:00 PM,,
Twin Fin at the Charleston Pour House (Deck),"Pour House, Charleston, SC",2026-07-25,6:00 PM,https://www.facebook.com/events/1541091314397001/,"Performing Arts, Music, Concerts, Rock, Sports & Outdoors"
Gullah/Geechee CREATE Artists Collective Reception and Exhibition,"Penn Center, St Helena Island, SC",2026-07-25,6:00 PM,https://www.eventbrite.com/e/gullahgeechee-create-artists-collective-reception-and-exhibition-tickets-1988660864178,"Visual Arts, Destinations, Museums & Exhibits"
The 4th Charleston Grand African Ball,"Trinity Hall, Charleston, SC",2026-07-25,6:00 PM,,
Folly Pirates Over 40 on the NÜTRL Beach Stage,"The Windjammer, Isle of Palms, SC",2026-07-25,6:00 PM,https://the-windjammer.com/event/folly-pirates-over-40-on-the-nutrl-beach-stage/,"Performing Arts, Music, Concerts, Outdoor Concerts, Pursuits & Hobbies, Other Interests, Characters, Pirates"
The Sanctuary Sounds of Summer,"Kiawah Island, SC",2026-07-25,6:00 PM,https://www.facebook.com/events/1903622880297052/,"Food & Drink, Food, American Food, Hot Dogs, Drinks, Performing Arts, Music, Concerts, Special Audience, Family, Lifestyle, Religion & Spirituality"
Charleston Riverdogs vs. Wilson Warbirds,"The Joe, Charleston, SC",2026-07-25,6:05 PM,,"Performing Arts, Music, Miscellaneous, Sports & Outdoors, Sports"
Inclusive Swim Night,"Whirlin' Waters Waterpark, North Charleston, SC",2026-07-25,6:30 PM,,"Swimming, Special Needs, Water Sports, Outdoor Recreation, Sports & Outdoors, Special Audience"
Ella Langley,"North Charleston Coliseum & Performing Arts Center, North Charleston, SC",2026-07-25,7:00 PM,https://www.northcharlestoncoliseumpac.com/events/detail/ella-langley,"Performing Arts, Music, Country"
Youth Triathlon,"James Island County Park, James Island, SC",2026-07-25,7:15 AM,,"Triathlons, Kids, Organized Races, Running, Fitness, Sports & Outdoors, Special Audience"
Youth Triathlon,"James Island County Park, Charleston, SC",2026-07-25,7:15 AM,http://www.ccprc.com/calendar.aspx,"Sports & Outdoors, Fitness, Running, Triathlons, Organized Races, Sports, Cycling, Road Biking, Outdoor Recreation, Water Sports, Swimming, Special Audience, Teens"
STEEL PULSE - REGGAE AGAINST RACISM TOUR,"The Refinery, Charleston, SC",2026-07-25,7:30 PM,https://www.facebook.com/events/1699647091193541/,"Performing Arts, Music, Rock, Ska, Concerts, Reggae, Brass, Hip Hop & Rap, Jazz, R&B and Soul, Acoustic, Percussion, Pop Rock, World Music, Saxophone, Piano, Trombone, Latin, Hip-Hop, Cover, Organ, Blues, Live Music, Civic Benefit, Causes & Activism, Social Causes"
Little Women: The Broadway Musical,"The Historic Dock Street Theatre, Charleston, SC",2026-07-25,7:30 PM,https://www.charlestoncvb.com/events/little-women-the-broadway-musical~26849,"Musical, Theater, Performing Arts"
Charleston Farmers Market 2026,"Marion Square, Charleston, SC",2026-07-25,8:00 AM,https://charlestonfarmersmarket.com/,"Destinations, Festivals & Fairs, Festivals & Street Fairs, Pursuits & Hobbies, Culinary Arts, Markets & Shopping, Farmers Markets"
US Aerial Federation National World Qualifying Championships 2026,"Scottish Rite Valley of Charleston, Charleston, SC",2026-07-25,8:00 AM,https://www.eventbrite.com/e/us-aerial-federation-national-world-qualifying-championships-2026-tickets-1990108375724,"Sports & Outdoors, Sports"
IOP 2026 Beach Run,"The Windjammer, Isle of Palms, SC",2026-07-25,8:00 AM,,"Sports & Outdoors, Fitness, Running"
Pickleball for Hope,"Pickleball Kingdom , Mount Pleasant, SC",2026-07-25,8:00 AM,https://www.sharinghopesc.org/community-outreach/pickleball-for-hope/,"Health & Wellness, Sports & Outdoors, Lifestyle"
Take The Funny And Run,"Theatre 99, Charleston, SC",2026-07-25,8:00 PM,https://theatre99.com/event/take-the-funny-and-run-447/,"Performing Arts, Comedy, Improv, Music, Concerts, Theater, Special Audience, Family, Sports & Outdoors, Fitness, Running"
SUP Yoga at Trophy Lakes,"Charleston Aqua Park, Johns Island, SC",2026-07-25,8:15 AM,https://eventvesta.com/events/145811/t/tickets,"Destinations, Festivals & Fairs, Summer, Festivals & Street Fairs, Sports & Outdoors, Fitness, Yoga"
National Outdoor Sculpture Competition and Exhibition,"North Charleston Riverfront Park, North Charleston, SC",2026-07-25,9:00 AM,https://www.northcharlestonartsfest.com/national-outdoor-sculpture-competition-exhibition,"Visual Arts, Mixed Media Art"
Mini Mariners Summer Camp,"Patriots Point, Mount Pleasant, SC",2026-07-25,9:00 AM,https://business.mountpleasantchamber.org/events/details/mini-mariners-summer-camp-07-25-2026-3846,"Special Audience, Kids"
Jurassic Seas at the South Carolina Aquarium,"South Carolina Aquarium, Charleston, SC",2026-07-25,9:00 AM,https://eventvesta.com/events/147446/t/tickets,"Destinations, Museums & Exhibits"
Sea Turtle Night Walks,"Edisto Island, SC",2026-07-25,9:00 PM,https://southcarolinaparks.com/products/10002569,"Sports & Outdoors, Outdoor Recreation, Nature & Wildlife, Fauna, Reptiles, Turtles, Fitness, Civic Benefit, Causes & Activism, Environmental Causes, Learning"
Gimme Gimme Disco,"Music Farm, Charleston, SC",2026-07-25,9:00 PM,https://musicfarm.com/event/gimme-gimme-disco/,"Performing Arts, Music, R&B and Soul, Funk, Disco"
Reverse Cowgirl,"The Royal American, Charleston, SC",2026-07-25,9:00 PM,https://www.theroyalamerican.com/schedule/reverse-cowgirl-7-25-26,
The Rowdy Boys,"The Royal American, Charleston, SC",2026-07-25,9:00 PM,https://www.theroyalamerican.com/schedule/the-rowdy-boys-7-25-26,
Beaufort ~ Beaufort Water Festival,"Henry C. Chambers Waterfront Park, Beaufort, SC",2026-07-26,,https://southcarolinalowcountry.com/events/event/beaufort-beaufort-water-festival-2/,"Destinations, Festivals & Fairs, Festivals & Street Fairs, Special Audience, Family"
Dim Sum Brunch,"Bistronomy By Nico, Charleston, SC",2026-07-26,,https://www.charlestoncvb.com/events/dim-sum-brunch~27576,"Food & Drink, Food, Chinese Food, Brunch"
Rebecca Illustrated Painting Experience,"Mills House Hotel, Charleston, SC",2026-07-26,10:00 AM,,"Painting, Watercolor, Drawing & Painting, Visual Arts"
Christmas in July Scrapbooking Crop,"Summerville, SC",2026-07-26,10:00 AM,https://tockify.com/visit.summerville/detail/1824/1784901600000,"Holidays, Christmas, Pursuits & Hobbies, Crafts, Scrapbooking, Home & Garden, Home Improvement, Food & Drink, Drinks, Food"
Hatha & Hops Yoga @ Two Blokes,"Two Blokes Brewing, Mount Pleasant, SC",2026-07-26,11:00 AM,,"Yoga, Lessons & Classes, Beer, Fitness, Sports & Outdoors, Learning, Drinks, Food & Drink"
Sparkle Sundays with The Sparkle Bar | Fairy Hair Tinsel by Tibby,"Pour House, Charleston, SC",2026-07-26,11:00 AM,https://thesparklebar.co,"Food & Drink, Food Trucks, Food, Brunch, Pursuits & Hobbies, Markets & Shopping, Farmers Markets, Performing Arts, Music, Live Music, Special Audience, Women, Kids"
"Brunch is Back, Baby!","Tin Roof, Charleston, SC",2026-07-26,11:00 AM,https://tockify.com/tinroofschedule/detail/1074/1785078000000,"Food & Drink, Food, Brunch, Lifestyle, Parenting"
Brunchyroll! Brunch & Anime Sundays,"Reforged Gaming Lounge, North Charleston, SC",2026-07-26,11:00 AM,https://www.eventbrite.com/e/brunchyroll-brunch-anime-sundays-tickets-1988686174883,"Visual Arts, Film, Food & Drink, Food, Brunch"
Terrarium Candle Class at Luxe Bar and Bistro,"Luxe Bar & Bistro, Summerville, SC",2026-07-26,12:00 PM,https://www.eventbrite.com/e/terrarium-candle-class-at-luxe-bar-and-bistro-tickets-1990539115077,"Learning, Lessons & Classes, Topics, Schools & Education"
Travel Sketch & Watercolor Workshop with Karen Hewitt Hagan,"Wild Dunes Resort, Links Clubhouse, Isle of Palms, SC",2026-07-26,12:00 PM,https://www.wilddunesresort.com/resort/events-calendar/?fbclid=IwY2xjawSTy19leHRuA2FlbQIxMABicmlkETJHU0Z3TW1PUGN3ZmtNWTRFc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgn2jlqlfmgHr-tem9An8LxHI1NDy5SRo3zyK_JNlPwLxeuoIlA7_dDcwUYM_aem_L9Gh7Bp8Ec-_v4rgnps4ZQ#!/event/019e9478-654b-759e-a837-76c59a117c80,Visual Arts
Taste Of North Charleston / Fork & Flow,"Striped Pig Distillery, North Charleston, SC",2026-07-26,1:00 PM,https://www.citypapertickets.com/,"Food & Drink, Food, Drinks, Food Trucks, Wine, Destinations, Festivals & Fairs, Festivals & Street Fairs, Parties & Reunions, Lifestyle, Multicultural, Pursuits & Hobbies, Culinary Arts"
Smokin' Sundays,"Republic Garden & Lounge, Charleston, SC",2026-07-26,1:00 PM,https://republicreign.com/,"Food & Drink, Food, BBQ, Brunch"
Rodin,"Gibbes Museum, Charleston, SC",2026-07-26,1:00 PM,http://www.gibbesmuseum.org/programs-events/rodin-the-gates-of-hell/1044,"Visual Arts, Learning, Talks & Lectures"
Free Euchre Tournament - 2nd & 4th Sundays @ Indigo Reef Brewing Co.,"Indigo Reef Brewing Company, Charleston, SC",2026-07-26,1:00 PM,,"Sports & Outdoors, Sports, Pursuits & Hobbies, Games, Card Games, Food & Drink, Drinks"
High School Musical 2 JR,"Queen Street Playhouse, Charleston, SC",2026-07-26,2:00 PM,https://cur8.com/1452/project/140121,"Performing Arts, Theater, Musical, Special Audience, Family, Kids"
Little Women: The Broadway Musical,"The Historic Dock Street Theatre, Charleston, SC",2026-07-26,2:00 PM,https://www.charlestoncvb.com/events/little-women-the-broadway-musical~26849,"Musical, Theater, Performing Arts"
☁️ Introducing the On Air SkyClub Sunday Market! ☁️,"Charleston, SC",2026-07-26,2:00 PM,,"Food & Drink, Performing Arts, Music, Live Music, Pursuits & Hobbies, Markets & Shopping"
Corinne Letourneau,"Vickery's Restaurant, Mount Pleasant, SC",2026-07-26,2:00 PM,https://www.bandsintown.com/e/108094174?app_id=pkvts0on0m&came_from=287&utm_medium=api&utm_source=partner_api&utm_campaign=event,"Performing Arts, Music, Concerts, Brass, Classical, Hip Hop & Rap, R&B and Soul, Rock, Pop Rock, Piano, Acoustic, Blues, Jazz, Trumpet, Orchestra, Choral, Hip-Hop, Opera, Live Music, Folk & Traditional"
Muddy's Dockside Bar,"Vickery's Restaurant, Mount Pleasant, SC",2026-07-26,2:00 PM,https://www.bandsintown.com/e/108092712?app_id=pkvts0on0m&came_from=287&utm_medium=api&utm_source=partner_api&utm_campaign=event,"Performing Arts, Music, Concerts, Rock, Hip Hop & Rap, Pop Rock, Jazz, Hip-Hop, Live Music"
Rodin: The Gates of Hell,"Gibbes Museum, Charleston, SC",2026-07-26,2:00 PM,https://www.gibbesmuseum.org/programs-events/rodin-the-gates-of-hell/1044,"Visual Arts, Film, Sculpture, Sculpture & Ceramics"
